julian-date,time,view,cloud,degree,icetype,depth,texture,icelayer,debris,color,broadband-alb,visible-alb,infrared-alb,band1-alb,band2-alb,band3-alb,band4-alb,band5-alb,band6-alb,thickness,pond-num
174,1046,B1,CL,1,2,0.25,0,0,0,6,0.17,0.33,0.01,0.4,0.4,0.2,0.03,0.02,0,0,417
174,1047,B1,CL,1,2,0.17,1,0,0,4,0.16,0.31,0.01,0.38,0.37,0.19,0.03,0.02,0,0,418
174,1049,B1,CL,1,2,0.16,1,0,0,5,0.19,0.36,0.01,0.44,0.43,0.22,0.03,0.02,0.01,0,419
174,1050,B1,CL,1,2,0.14,1,0,0,6,0.15,0.29,0.01,0.38,0.35,0.15,0.02,0.01,0,0,420
174,1051,B1,CL,1,2,0.25,1,0,0,6,0.15,0.28,0.01,0.37,0.34,0.14,0.02,0.01,0,0,421
174,1054,B1,CL,1,2,0.58,0,0,1,5,0.13,0.26,0.01,0.32,0.31,0.14,0.01,0.01,0.01,0,422
174,1055,B1,CL,1,2,0.56,0,0,1,5,0.12,0.23,0.01,0.3,0.29,0.13,0.01,0.01,0,0,423
174,1056,B1,CL,1,2,0.35,0,0,0,5,0.13,0.25,0.01,0.32,0.31,0.14,0.02,0.01,0,0,424
174,1058,B1,CL,1,2,0.4,0,0,1,6,0.16,0.31,0.01,0.42,0.37,0.15,0.02,0.01,0,0,425
174,1059,B1,CL,1,2,0.45,0,0,1,5,0.19,0.37,0.01,0.46,0.44,0.2,0.03,0.02,0.01,0,426
174,1100,B1,CL,1,2,0.45,0,0,1,5,0.18,0.36,0.01,0.44,0.42,0.2,0.02,0.01,0,0,427
174,1101,B1,CL,1,2,0.37,1,0,0,5,0.15,0.29,0.01,0.37,0.36,0.18,0.03,0.02,0.01,0,428
174,1102,B1,CL,1,2,0.48,0,0,1,6,0.15,0.29,0.01,0.37,0.35,0.14,0.02,0.01,0,0,429
174,1104,B1,CL,1,2,0.29,1,0,1,5,0.17,0.33,0.01,0.42,0.39,0.2,0.03,0.02,0,0,430
174,1108,B1,CL,1,2,0.34,1,0,1,9,0.15,0.29,0.01,0.36,0.35,0.17,0.02,0.01,0,0,431
174,1109,B1,CL,1,2,0.33,1,0,1,9,0.16,0.31,0.01,0.38,0.38,0.17,0.02,0.01,0.01,0,432
174,1110,B1,CL,1,2,0.39,1,0,1,9,0.16,0.31,0.01,0.39,0.38,0.18,0.02,0.01,0.01,0,433
174,1111,B1,CL,1,2,0.34,1,0,0,9,0.14,0.28,0.01,0.36,0.35,0.17,0.02,0.01,0.01,0,434
174,1113,B1,AC,2,2,0.36,1,0,1,9,0.17,0.33,0.01,0.41,0.4,0.2,0.03,0.02,0,0,435
174,1114,B1,AC,2,2,0.38,0,0,1,2,0.25,0.47,0.02,0.56,0.55,0.32,0.06,0.03,0.01,0,436
174,1116,B1,CL,1,2,0.26,0,0,1,9,0.18,0.36,0.01,0.43,0.43,0.2,0.03,0.02,0.01,0,437
174,1118,B1,CL,1,2,0.31,0,0,0,5,0.23,0.43,0.02,0.52,0.51,0.27,0.04,0.03,0.01,0,438
174,1119,B1,AC,2,2,0.24,1,0,0,6,0.17,0.32,0.01,0.4,0.4,0.18,0.02,0.01,0.01,0,439
174,1124,B1,AC,2,2,0.25,1,0,1,6,0.21,0.4,0.01,0.51,0.47,0.22,0.03,0.02,0.01,0,440
174,1125,B1,AC,2,2,0.23,1,0,0,6,0.22,0.43,0.02,0.54,0.5,0.24,0.04,0.02,0.01,0,441
174,1131,B1,AC,2,2,0.32,1,0,0,8,0.17,0.32,0.02,0.41,0.39,0.2,0.03,0.02,0.02,0,442
174,1133,B1,AC,2,2,0.37,1,0,1,5,0.13,0.23,0.02,0.29,0.28,0.15,0.02,0.03,0.03,0,443
174,1137,B1,AC,2,2,0.3,1,0,0,10,0.1,0.18,0.01,0.21,0.21,0.11,0.02,0.02,0.01,0,444
174,1138,B1,AC,2,2,0.36,1,0,0,4,0.11,0.2,0.01,0.25,0.25,0.13,0.02,0.02,0.01,0,445
174,1141,B1,AC,2,2,0.33,1,0,0,5,0.19,0.37,0.02,0.46,0.45,0.22,0.03,0.02,0.01,0,446
174,1142,B1,AC,2,2,0.32,1,0,0,5,0.16,0.3,0.02,0.38,0.37,0.18,0.03,0.02,0.01,0,447
174,1143,B1,AC,2,2,0.33,1,0,0,5,0.13,0.24,0.02,0.3,0.29,0.16,0.03,0.02,0.02,0,448
174,1144,B1,AC,2,2,0.27,1,0,0,5,0.19,0.36,0.02,0.44,0.43,0.2,0.03,0.02,0.02,0,449
174,1145,B1,AC,2,2,0.32,1,0,0,5,0.2,0.38,0.02,0.48,0.47,0.22,0.03,0.03,0.02,0,450
174,1146,B1,AC,2,2,0.25,1,0,0,5,0.21,0.39,0.03,0.48,0.47,0.25,0.04,0.03,0.02,0,451
174,1148,B1,AC,2,2,0.33,1,0,0,5,0.15,0.29,0.02,0.36,0.35,0.17,0.03,0.03,0.03,0,452
174,1148,B1,AC,2,2,0.28,1,0,0,9,0.18,0.34,0.02,0.43,0.42,0.2,0.03,0.03,0.03,0,453
174,1154,B1,AC,3,2,0.44,1,0,0,5,0.14,0.26,0.02,0.33,0.32,0.14,0.02,0.02,0.02,0,454
174,1155,B1,AC,3,2,0.43,0,0,0,5,0.19,0.35,0.02,0.44,0.42,0.19,0.02,0.03,0.03,0,455
174,1156,B1,AC,3,2,0.45,1,0,0,5,0.15,0.27,0.02,0.35,0.32,0.14,0.02,0.02,0.02,0,456
174,1157,B1,AC,3,2,0.4,1,0,0,5,0.17,0.31,0.02,0.41,0.38,0.16,0.02,0.02,0.02,0,457
174,1158,B1,AC,3,2,0.36,1,0,0,6,0.17,0.31,0.02,0.42,0.37,0.15,0.02,0.02,0.02,0,458
174,1159,B1,AC,3,2,0.3,1,0,0,5,0.16,0.3,0.03,0.39,0.34,0.16,0.03,0.03,0.03,0,459
174,1200,B1,AC,3,2,0.22,1,0,0,5,0.2,0.38,0.03,0.48,0.45,0.21,0.03,0.03,0.03,0,460
177,939,B1,AC,3,1,0.11,1,0,0,14,0.09,0.17,0.01,0.21,0.2,0.1,0.02,0.01,0,0,461
177,940,B1,AC,3,1,0.11,1,0,0,14,0.1,0.18,0.01,0.22,0.21,0.11,0.02,0.01,0,0,462
177,944,B1,AC,2,1,0.06,1,0,0,14,0.08,0.16,0.01,0.2,0.19,0.1,0.02,0.01,0,0,463
177,946,B1,AC,2,1,0.09,1,0,0,14,0.1,0.19,0.01,0.23,0.22,0.11,0.02,0.01,0,0,464
177,947,B1,AC,2,1,0.15,1,0,0,14,0.08,0.16,0.01,0.19,0.18,0.1,0.02,0.01,0.01,0,465
177,948,B1,AC,2,1,0.08,1,0,0,14,0.08,0.15,0.01,0.19,0.17,0.09,0.02,0.01,0.01,0,466
177,949,B1,AC,2,1,0.13,1,0,0,16,0.18,0.32,0.03,0.37,0.36,0.23,0.07,0.04,0.01,0,467
177,952,B1,AC,2,1,0.11,0,0,0,14,0.07,0.13,0.01,0.17,0.15,0.07,0.01,0.01,0,0,468
177,954,B1,AC,2,1,0.23,0,0,0,14,0.07,0.13,0.01,0.16,0.14,0.07,0.01,0.01,0,0,469
177,955,B1,AC,2,1,0.23,0,0,0,14,0.05,0.1,0,0.13,0.11,0.05,0.01,0.01,0,0,470
177,959,B1,AC,3,1,0.07,1,0,0,14,0.12,0.21,0.02,0.27,0.25,0.13,0.03,0.03,0.02,0,471
177,1001,B1,AC,3,1,0.07,1,0,0,16,0.15,0.26,0.04,0.31,0.3,0.17,0.05,0.04,0.03,0,472
177,1003,B1,AC,3,1,0.05,1,0,0,14,0.1,0.17,0.02,0.22,0.2,0.1,0.02,0.03,0.03,0,473
177,1005,B1,AC,3,1,0.11,1,0,0,16,0.22,0.38,0.05,0.44,0.44,0.27,0.08,0.06,0.04,0,474
177,1007,B1,AC,3,1,0.1,1,0,0,16,0.26,0.44,0.07,0.52,0.5,0.34,0.11,0.08,0.05,0,475
177,1008,B1,AC,3,1,0.16,1,0,0,16,0.21,0.37,0.05,0.43,0.42,0.27,0.07,0.06,0.06,0,476
177,1012,B1,AC,3,1,0.24,1,0,0,14,0.06,0.12,0.01,0.15,0.14,0.07,0.01,0.01,0.01,0,477
177,1013,B1,AC,3,1,0.25,1,0,0,14,0.08,0.13,0.02,0.17,0.15,0.08,0.02,0.02,0.03,0,478
177,1014,B1,AC,3,1,0.2,1,0,0,16,0.16,0.3,0.03,0.39,0.35,0.17,0.03,0.03,0.03,0,479
177,1015,B1,AC,3,1,0.18,1,0,0,16,0.16,0.3,0.03,0.39,0.33,0.17,0.03,0.03,0.03,0,480
177,1016,B1,AC,3,1,0.36,1,0,0,17,0.05,0.08,0.02,0.11,0.09,0.05,0.01,0.03,0.04,0,481
177,1019,B1,AC,3,1,0.2,1,0,0,15,0.21,0.38,0.04,0.45,0.43,0.25,0.06,0.05,0.04,0,482
177,1021,B1,AC,3,1,0.34,1,0,0,16,0.2,0.35,0.04,0.42,0.4,0.23,0.06,0.05,0.04,0,483
177,1103,CR,AC,3,1,0.1,1,0,0,14,0.12,0.16,0.09,0.18,0.18,0.13,0.08,0.1,0.11,0,484
177,1108,CR,AC,2,1,0.1,1,0,0,14,0.12,0.16,0.09,0.18,0.18,0.14,0.08,0.1,0.11,0,485
177,1112,CR,AC,3,1,0.1,1,0,0,14,0.12,0.16,0.09,0.18,0.18,0.13,0.08,0.1,0.11,0,486
177,1120,CR,AC,3,1,0.1,1,0,0,14,0.12,0.16,0.08,0.18,0.18,0.13,0.08,0.09,0.1,0,487
177,1125,CR,AC,3,1,0.1,1,0,0,14,0.12,0.15,0.08,0.18,0.17,0.13,0.08,0.09,0.09,0,488
177,1152,B5,AC,3,1,0.12,1,0,0,16,0.13,0.16,0.1,0.19,0.19,0.11,0.05,0.12,0.2,0,489
177,1153,B5,AC,3,1,0.13,1,0,0,16,0.14,0.16,0.12,0.19,0.19,0.11,0.05,0.14,0.24,0,490
177,1155,B5,AC,3,1,0.16,1,0,1,16,0.2,0.26,0.14,0.3,0.29,0.21,0.09,0.17,0.26,0,491
177,1156,B5,AC,3,1,0.12,1,0,0,16,0.32,0.48,0.16,0.57,0.56,0.35,0.12,0.19,0.27,0,492
177,1157,B5,AC,3,1,0.16,1,0,0,16,0.26,0.37,0.15,0.44,0.43,0.27,0.1,0.19,0.28,0,493
177,1159,B5,AC,3,1,0.16,1,0,0,16,0.21,0.27,0.15,0.32,0.31,0.2,0.07,0.18,0.29,0,494
177,1205,B5,AC,3,1,0.25,1,0,0,17,0.08,0.1,0.05,0.12,0.11,0.07,0.03,0.06,0.09,0,495
177,1205,B5,AC,3,1,0.19,1,0,0,16,0.13,0.2,0.05,0.24,0.24,0.15,0.04,0.07,0.09,0,496
177,1208,B5,AC,3,1,0.23,1,0,0,16,0.14,0.24,0.05,0.29,0.28,0.17,0.04,0.06,0.08,0,497
177,1210,B5,AC,3,1,0.26,1,0,0,16,0.14,0.22,0.06,0.27,0.26,0.16,0.05,0.07,0.1,0,498
177,1211,B5,AC,3,1,0.13,1,0,0,16,0.25,0.4,0.09,0.47,0.45,0.32,0.12,0.11,0.1,0,499
177,1213,B5,AC,3,1,0.06,1,0,0,16,0.12,0.18,0.06,0.22,0.2,0.11,0.03,0.07,0.1,0,500
177,1214,B5,AC,3,1,0.04,1,0,0,16,0.12,0.18,0.06,0.21,0.2,0.11,0.04,0.07,0.1,0,501
177,1215,B5,AC,3,1,0.04,1,0,0,16,0.11,0.17,0.06,0.2,0.19,0.11,0.04,0.07,0.1,0,502
177,1216,B5,AC,3,1,0.05,1,0,0,16,0.11,0.16,0.05,0.19,0.18,0.1,0.03,0.06,0.1,0,503
177,1217,B5,AC,3,1,0.05,1,0,0,16,0.12,0.18,0.06,0.22,0.2,0.11,0.04,0.07,0.1,0,504
